City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
171,Greenville,US,2021-08-14 19:15:04,35.6127,-77.3663,94.1,63,40,0.0
172,Katsuura,JP,2021-08-14 19:15:22,35.1333,140.3,68.11,93,100,17.29
173,Muhos,FI,2021-08-14 19:15:22,64.808,25.9931,58.89,98,100,3.24
174,Rawson,AR,2021-08-14 19:15:23,-43.3002,-65.1023,55.33,50,71,8.48
175,Tuatapere,NZ,2021-08-14 19:15:23,-46.1333,167.6833,42.82,89,100,5.66
176,Kahului,US,2021-08-14 19:11:14,20.8947,-156.47,83.46,66,20,17.27
177,Victoria,HK,2021-08-14 19:11:20,22.2855,114.1577,82.45,86,100,6.82
178,Kambar,PK,2021-08-14 19:15:24,27.5868,68.001,90.7,46,9,13.76
179,Mahibadhoo,MV,2021-08-14 19:15:24,3.7833,72.9667,82.47,75,99,17.52
180,Quepos,CR,2021-08-14 19:15:25,9.4236,-84.1652,88.9,75,98,5.68
181,Quatre Cocos,MU,2021-08-14 19:11:07,-20.2078,57.7625,69.1,79,70,19.66
182,Nador,MA,2021-08-14 19:15:25,35.174,-2.9287,80.67,88,0,3.44
183,Batu Gajah,MY,2021-08-14 19:15:25,4.4692,101.0411,78.89,89,40,5.75
184,Barrow,US,2021-08-14 19:15:26,71.2906,-156.7887,44.62,87,90,20.71
185,Wilmington,US,2021-08-14 19:15:12,34.2257,-77.9447,92.95,64,1,9.22
186,Markova,UA,2021-08-14 19:14:10,48.6758,24.4138,65.73,77,7,5.14
187,Alice Springs,AU,2021-08-14 19:12:05,-23.7,133.8833,44.15,49,0,0.0
188,Faanui,PF,2021-08-14 19:15:26,-16.4833,-151.75,78.06,74,0,4.83
189,Turukhansk,RU,2021-08-14 19:15:27,65.8167,87.9833,53.19,85,100,4.52
190,Cidreira,BR,2021-08-14 19:15:27,-30.1811,-50.2056,60.39,89,98,15.46
191,Touros,BR,2021-08-14 19:15:27,-5.1989,-35.4608,85.1,63,7,19.57
192,Hobyo,SO,2021-08-14 19:11:24,5.3505,48.5268,77.27,85,66,27.45
193,Semenivka,UA,2021-08-14 19:15:28,52.1783,32.5818,64.15,60,7,5.39
194,High Wycombe,GB,2021-08-14 19:15:28,51.6291,-0.7493,71.2,71,100,7.36
195,Bowen,AU,2021-08-14 19:15:29,-20.0167,148.2333,66.07,85,76,12.3
196,Manthani,IN,2021-08-14 19:15:29,18.65,79.6667,82.08,72,100,3.33
197,Kosh-Agach,RU,2021-08-14 19:15:29,50.0,88.6667,51.37,72,100,6.17
198,Namtsy,RU,2021-08-14 19:15:30,62.7161,129.6658,57.31,78,93,3.18
199,Rosetta,EG,2021-08-14 19:15:30,31.4044,30.4164,80.58,72,0,8.43
200,Egvekinot,RU,2021-08-14 19:15:30,66.3167,-179.1667,45.7,87,100,2.77
201,Kavieng,PG,2021-08-14 19:15:31,-2.5744,150.7967,82.33,78,9,15.01
202,Shaoxing,CN,2021-08-14 19:15:31,30.011,120.5715,75.15,98,100,1.48
203,Boden,SE,2021-08-14 19:15:31,65.8252,21.6886,60.8,97,100,3.09
204,Hede,CN,2021-08-14 19:15:32,33.7681,120.2517,72.07,86,95,4.5
205,Kenai,US,2021-08-14 19:15:32,60.5544,-151.2583,57.29,71,90,4.61
206,Yulara,AU,2021-08-14 19:15:32,-25.2406,130.9889,53.44,35,6,6.91
207,Thinadhoo,MV,2021-08-14 19:14:30,0.5333,72.9333,82.4,73,91,15.73
208,Linxia,CN,2021-08-14 19:15:33,35.6003,103.2064,62.17,64,8,3.4
209,Zeya,RU,2021-08-14 19:15:33,53.75,127.2667,56.77,79,0,2.95
210,Sur,OM,2021-08-14 19:15:34,22.5667,59.5289,86.81,58,90,15.86
211,Prince Rupert,CA,2021-08-14 19:15:34,54.3161,-130.3201,60.89,88,90,4.61
212,Perth,AU,2021-08-14 19:11:06,-31.9333,115.8333,54.09,88,0,6.91
213,Saskylakh,RU,2021-08-14 19:11:26,71.9167,114.0833,45.72,69,78,5.73
214,Luderitz,NA,2021-08-14 19:15:35,-26.6481,15.1594,63.14,37,0,14.47
215,Margate,GB,2021-08-14 19:15:30,51.3813,1.3862,70.7,64,54,1.99
216,Naze,JP,2021-08-14 19:15:35,28.3667,129.4833,78.39,87,100,14.99
217,Sinnamary,GF,2021-08-14 19:15:35,5.3833,-52.95,83.57,70,20,10.94
218,Kavaratti,IN,2021-08-14 19:15:36,10.5669,72.642,81.16,78,100,17.22
219,Fairbanks,US,2021-08-14 19:15:36,64.8378,-147.7164,53.6,74,90,3.0
220,Upington,ZA,2021-08-14 19:15:36,-28.4478,21.2561,52.18,37,0,3.44
221,Skibbereen,IE,2021-08-14 19:15:37,51.55,-9.2667,60.6,85,100,13.62
222,Chern,RU,2021-08-14 19:15:37,53.4523,36.9145,63.3,60,55,3.65
223,Kloulklubed,PW,2021-08-14 19:15:37,7.0419,134.2556,77.5,73,57,8.21
224,Roald,NO,2021-08-14 19:15:38,62.5833,6.1333,59.32,82,75,9.22
225,Judaberg,NO,2021-08-14 19:15:38,59.1659,5.8732,59.18,80,52,13.42
226,Vallenar,CL,2021-08-14 19:15:39,-28.5708,-70.7581,76.14,18,96,6.73
227,Magistralnyy,RU,2021-08-14 19:15:39,56.1725,107.4458,61.48,67,37,4.61
228,Bandarbeyla,SO,2021-08-14 19:15:39,9.4942,50.8122,77.02,82,98,32.77
229,Biak,ID,2021-08-14 19:15:40,-0.9131,122.8766,74.8,87,30,8.28
230,Camopi,GF,2021-08-14 19:15:40,3.1655,-52.3158,83.68,67,99,3.65
231,Kavali,IN,2021-08-14 19:15:40,14.9167,79.9833,83.62,66,100,9.4
232,Ilulissat,GL,2021-08-14 19:15:41,69.2167,-51.1,53.62,71,75,24.16
233,Kropotkin,RU,2021-08-14 19:15:41,45.4375,40.5756,67.57,92,100,8.03
234,Verkhnyaya Inta,RU,2021-08-14 19:15:41,65.9811,60.3094,54.82,92,100,24.45
235,At-Bashi,KG,2021-08-14 19:15:42,41.1702,75.8106,49.86,49,99,1.52
236,Anadyr,RU,2021-08-14 19:15:42,64.75,177.4833,57.7,82,20,13.42
237,Portland,US,2021-08-14 19:13:15,45.5234,-122.6762,90.19,52,75,1.99
238,Yarmouth,US,2021-08-14 19:15:43,41.7057,-70.2286,90.45,73,1,5.99
239,Tocopilla,CL,2021-08-14 19:11:53,-22.092,-70.1979,65.61,65,35,6.15
240,Inhambane,MZ,2021-08-14 19:15:43,-23.865,35.3833,65.08,69,68,12.37
241,Lukulu,ZM,2021-08-14 19:15:43,-14.3707,23.242,66.29,25,0,6.76
242,Hasaki,JP,2021-08-14 19:15:44,35.7333,140.8333,68.4,95,100,3.58
243,Berlevag,NO,2021-08-14 19:11:16,70.8578,29.0864,48.58,86,20,9.55
244,Traverse City,US,2021-08-14 19:15:44,44.7631,-85.6206,75.94,49,75,6.91
245,Arraial Do Cabo,BR,2021-08-14 19:15:45,-22.9661,-42.0278,67.96,88,75,5.75
246,Gorontalo,ID,2021-08-14 19:14:18,0.5412,123.0595,73.15,95,26,2.89
247,Abashiri,JP,2021-08-14 19:15:45,44.0213,144.2697,52.47,85,1,7.52
248,Laguna,US,2021-08-14 19:15:45,38.421,-121.4238,101.44,39,1,1.01
249,Mhasla,IN,2021-08-14 19:15:46,18.1333,73.1167,77.88,83,66,3.96
250,Gat,IL,2021-08-14 19:15:46,31.61,34.7642,83.08,100,0,7.29
251,Geraldton,AU,2021-08-14 19:12:00,-28.7667,114.6,46.81,81,0,5.75
252,Brigantine,US,2021-08-14 19:15:46,39.4101,-74.3646,96.03,66,1,6.91
253,Koundara,GN,2021-08-14 19:15:47,12.4833,-13.3,77.11,91,100,4.9
254,Petrokamenskoye,RU,2021-08-14 19:15:47,57.716,60.6484,66.33,73,100,6.62
255,Umm Lajj,SA,2021-08-14 19:15:48,25.0213,37.2685,89.89,55,0,8.63
256,Ocampo,MX,2021-08-14 19:15:48,21.65,-101.5,72.03,42,24,12.8
257,Tuktoyaktuk,CA,2021-08-14 19:15:48,69.4541,-133.0374,51.8,76,40,11.5
258,Santa Maria,BR,2021-08-14 19:15:49,-29.6842,-53.8069,69.1,68,40,2.3
259,Kieta,PG,2021-08-14 19:15:49,-6.2167,155.6333,78.78,84,100,4.21
260,Huarmey,PE,2021-08-14 19:15:50,-10.0681,-78.1522,69.21,68,28,12.12
261,Sisimiut,GL,2021-08-14 19:15:50,66.9395,-53.6735,49.8,87,100,27.76
262,Isiro,CD,2021-08-14 19:15:50,2.7739,27.616,66.2,99,100,2.1
263,Kichera,RU,2021-08-14 19:15:51,55.9375,110.0997,61.39,66,13,2.01
264,Mackenzie,CA,2021-08-14 19:15:51,55.2999,-123.1698,71.82,53,90,11.5
265,Port Blair,IN,2021-08-14 19:12:31,11.6667,92.75,81.12,85,100,12.35
266,Ambanja,MG,2021-08-14 19:15:51,-13.6833,48.45,73.08,80,33,1.43
267,Bathsheba,BB,2021-08-14 19:15:52,13.2167,-59.5167,79.41,89,75,17.27
268,Namibe,AO,2021-08-14 19:15:52,-15.1961,12.1522,65.19,89,68,4.27
269,Namatanai,PG,2021-08-14 19:15:52,-3.6667,152.4333,78.44,83,33,8.19
270,Shubarkuduk,KZ,2021-08-14 19:15:53,49.1447,56.4872,74.98,20,2,7.11
271,Irtyshskiy,RU,2021-08-14 19:15:53,58.3333,68.1333,61.3,66,0,7.14
272,Pitimbu,BR,2021-08-14 19:11:04,-7.4706,-34.8086,81.19,77,12,13.44
273,Riyadh,SA,2021-08-14 19:11:13,24.6877,46.7219,98.74,11,100,7.96
274,Aksarka,RU,2021-08-14 19:15:53,66.5606,67.7975,64.29,69,27,16.6
275,Escarcega,MX,2021-08-14 19:15:54,18.6089,-90.7454,89.51,51,84,2.57
276,Ust-Ilimsk,RU,2021-08-14 19:15:55,58.0006,102.6619,61.21,90,100,5.86
277,Marrakesh,MA,2021-08-14 19:15:00,31.6315,-8.0083,109.47,12,40,12.66
278,Monte Alegre De Minas,BR,2021-08-14 19:15:56,-18.8706,-48.8808,86.65,18,0,1.43
279,Waingapu,ID,2021-08-14 19:15:56,-9.6567,120.2641,75.11,85,1,9.01
280,Tiksi,RU,2021-08-14 19:15:56,71.6872,128.8694,43.39,76,100,8.05
281,Mago,RU,2021-08-14 19:15:57,53.2514,140.1822,56.21,89,10,1.05
282,Burns Lake,CA,2021-08-14 19:15:57,54.2331,-125.7533,69.22,44,100,13.73
283,Galdar,ES,2021-08-14 19:15:57,28.147,-15.6502,73.9,77,58,13.78
284,Nemuro,JP,2021-08-14 19:15:58,43.3236,145.575,56.26,83,95,12.82
285,Labuhan,ID,2021-08-14 19:15:58,-6.8844,112.2051,76.53,84,83,6.2
286,Mazagao,BR,2021-08-14 19:15:58,-0.115,-51.2894,93.25,63,35,6.85
287,Luwuk,ID,2021-08-14 19:15:58,-0.9516,122.7875,75.87,89,25,5.88
288,Kinkala,CG,2021-08-14 19:15:59,-4.3614,14.7644,79.99,54,33,4.14
289,Puerto Escondido,MX,2021-08-14 19:11:36,15.85,-97.0667,90.43,62,40,11.5
290,Abyek,IR,2021-08-14 19:16:00,36.0667,50.55,74.8,35,0,2.21
291,Samarai,PG,2021-08-14 19:16:01,-10.6167,150.6667,77.95,86,69,17.22
292,Oyugis,KE,2021-08-14 19:16:01,-0.509,34.7358,64.9,80,100,4.18
293,Viisoara,RO,2021-08-14 19:16:01,46.55,23.9167,69.57,64,20,2.3
294,Ancud,CL,2021-08-14 19:16:02,-41.8697,-73.8203,50.43,69,100,2.98
