City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
299,Lagoa,PT,39.05,-27.9833,71.28,82,99,9.57,overcast clouds,0.0,0
300,Karatuzskoye,RU,53.6072,92.8667,56.21,92,43,0.22,scattered clouds,0.0,0
301,Tasiilaq,GL,65.6145,-37.6368,50.16,70,89,0.89,overcast clouds,0.0,0
302,Tessalit,ML,20.1986,1.0114,93.61,28,34,9.55,scattered clouds,0.0,0
303,Sangar,RU,63.9242,127.4739,59.38,66,90,6.35,overcast clouds,0.0,0
304,Ilinskiy,RU,55.619,38.1182,68.31,73,0,4.47,clear sky,0.0,0
305,Cidreira,BR,-30.1811,-50.2056,58.03,94,33,3.8,scattered clouds,0.0,0
306,Houston,US,29.7633,-95.3633,82.38,94,75,5.75,thunderstorm,0.12,0
307,Nautla,MX,20.2167,-96.7833,85.23,65,24,7.74,few clouds,0.0,0
308,Kruisfontein,ZA,-34.0033,24.7314,53.33,58,0,6.49,clear sky,0.0,0
309,Teocaltiche,MX,21.4333,-102.5833,83.71,49,25,0.58,scattered clouds,0.0,0
310,Sao Gabriel,BR,-30.3364,-54.32,55.92,74,27,5.06,scattered clouds,0.0,0
311,Mana,GF,5.6592,-53.7767,74.82,87,100,5.82,overcast clouds,0.0,0
312,Abu Samrah,SY,35.3029,37.1841,75.74,49,0,11.95,clear sky,0.0,0
313,Sladkovo,RU,55.5284,70.3385,60.04,79,99,4.45,overcast clouds,0.0,0
314,Sri Aman,MY,1.2376,111.4621,77.05,94,40,4.61,scattered clouds,0.0,0
315,Miraflores,MX,19.2167,-98.8083,70.45,79,85,2.59,overcast clouds,0.0,0
316,Huarmey,PE,-10.0681,-78.1522,63.46,83,51,10.11,broken clouds,0.0,0
317,Pangody,RU,65.85,74.4859,49.51,88,63,12.19,broken clouds,0.0,0
318,Floriano,BR,-6.7669,-43.0225,77.38,33,81,4.41,broken clouds,0.0,0
319,Changping,CN,40.2186,116.2197,71.24,92,100,1.72,overcast clouds,0.0,0
320,Nemuro,JP,43.3236,145.575,57.63,84,28,7.92,scattered clouds,0.0,0
321,Poum,NC,-20.2333,164.0167,72.82,63,91,21.41,overcast clouds,0.0,0
322,Breyten,ZA,-26.3018,29.987,47.08,79,56,1.9,broken clouds,0.0,0
323,Meulaboh,ID,4.1363,96.1285,75.97,89,100,8.75,heavy intensity rain,4.21,0
324,Dingle,PH,10.9995,122.6711,81.59,80,78,5.08,light rain,0.27,0
325,Bairiki,KI,1.3292,172.9752,87.8,66,20,11.5,few clouds,0.0,0
326,Gamba,GA,-2.65,10.0,74.52,86,99,8.77,overcast clouds,0.0,0
327,Ouadda,CF,8.0777,22.4007,66.88,97,96,2.01,overcast clouds,0.0,0
328,Fauske,NO,67.2588,15.3918,53.64,89,99,3.33,overcast clouds,0.0,0
329,Dalvik,IS,65.9702,-18.5286,48.13,82,80,3.42,broken clouds,0.0,0
330,Zumpango,MX,19.7978,-99.1017,71.35,60,78,14.85,broken clouds,0.0,0
331,Morwell,AU,-38.2333,146.4,53.67,72,85,11.48,overcast clouds,0.0,0
332,Saurimo,AO,-9.6608,20.3916,65.26,31,16,4.63,few clouds,0.0,0
333,Buraydah,SA,26.326,43.975,90.05,18,0,7.38,clear sky,0.0,0
334,Ilhabela,BR,-23.7781,-45.3581,67.59,91,66,10.0,broken clouds,0.0,0
335,Sobolevo,RU,54.4299,31.8996,59.67,79,61,5.14,broken clouds,0.0,0
336,Bac Lieu,VN,9.285,105.7244,79.34,82,41,4.21,scattered clouds,0.0,0
337,Port Moresby,PG,-9.4431,147.1797,81.3,74,34,6.29,scattered clouds,0.0,0
338,Hangu,CN,39.2489,117.7892,75.24,77,75,4.76,light rain,0.87,0
339,Tricase,IT,39.9304,18.3553,74.32,63,0,0.49,clear sky,0.0,0
340,Mushie,CD,-3.0167,16.9,78.93,58,65,2.1,light rain,0.17,0
341,Glazov,RU,58.1394,52.6584,56.43,79,76,4.85,broken clouds,0.0,0
342,College,US,64.8569,-147.8028,52.59,93,90,10.36,light rain,0.77,0
343,Fredericksburg,US,38.3032,-77.4605,79.12,81,90,0.0,overcast clouds,0.0,0
344,Olafsvik,IS,64.8945,-23.7142,53.37,89,100,11.77,overcast clouds,0.0,0
345,Kasongo-Lunda,CD,-6.4667,16.8167,82.58,39,88,2.01,overcast clouds,0.0,0
346,Opuwo,NA,-18.0607,13.84,63.07,55,0,4.27,clear sky,0.0,0
347,Fomboni,KM,-12.28,43.7425,76.93,74,0,12.39,clear sky,0.0,0
348,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.46,78,91,11.01,overcast clouds,0.0,0
349,Kumluca,TR,36.3703,30.2869,82.81,36,0,7.74,clear sky,0.0,0
350,Khushab,PK,32.2967,72.3525,82.89,64,6,5.26,clear sky,0.0,0
351,Bafoulabe,ML,13.8065,-10.8321,74.52,95,93,4.56,overcast clouds,0.0,0
352,Odweyne,SO,9.4092,45.064,72.3,53,93,17.02,overcast clouds,0.0,0
353,Ayan,RU,56.45,138.1667,68.36,71,33,3.31,scattered clouds,0.0,0
354,Oranjemund,NA,-28.55,16.4333,56.5,62,2,4.68,clear sky,0.0,0
355,Zyryanka,RU,65.75,150.85,46.54,89,100,5.82,light rain,0.88,0
356,Suntar,RU,62.1444,117.6319,63.57,91,83,2.84,broken clouds,0.0,0
357,Kedrovyy,RU,56.1667,91.8167,48.61,68,89,3.96,overcast clouds,0.0,0
358,Isla Mujeres,MX,21.2311,-86.731,80.65,80,13,11.32,few clouds,0.0,0
359,Abbeville,FR,50.1,1.8333,63.5,89,10,11.18,clear sky,0.0,0
360,Nouakchott,MR,18.0858,-15.9785,80.53,82,46,18.05,scattered clouds,0.0,0
361,Progreso,MX,21.2833,-89.6667,86.11,71,63,5.41,broken clouds,0.0,0
362,Duluth,US,46.7833,-92.1066,84.18,39,1,8.99,clear sky,0.0,0
363,Mount Isa,AU,-20.7333,139.5,74.97,25,0,11.5,clear sky,0.0,0
364,Chara,RU,56.9064,118.2631,67.53,57,32,1.99,scattered clouds,0.0,0
365,Traverse City,US,44.7631,-85.6206,75.94,64,0,7.31,clear sky,0.0,0
366,Puerto Quijarro,BO,-17.7833,-57.7667,77.85,35,1,1.14,clear sky,0.0,0
367,Georgetown,MY,5.4112,100.3354,79.9,90,20,0.0,few clouds,0.0,0
368,Mindelo,CV,16.8901,-24.9804,78.35,83,75,16.11,broken clouds,0.0,0
369,Windhoek,NA,-22.5594,17.0832,59.2,23,0,6.91,clear sky,0.0,0
370,Haines Junction,CA,60.7522,-137.5108,64.35,39,62,6.91,broken clouds,0.0,0
371,Awjilah,LY,29.1081,21.2869,80.55,32,0,13.91,clear sky,0.0,0
372,Sioux Lookout,CA,50.1001,-91.917,84.58,54,90,5.75,overcast clouds,0.0,0
373,Billings,US,45.7833,-108.5007,98.37,14,75,5.75,haze,0.0,0
374,Barda,AZ,40.3744,47.1267,71.49,49,0,6.71,clear sky,0.0,0
375,Finnsnes,NO,69.2296,17.9811,50.61,85,100,3.09,overcast clouds,0.0,0
376,Avera,US,33.194,-82.5271,82.74,80,100,5.97,overcast clouds,0.0,0
377,Dubbo,AU,-32.25,148.6167,55.53,62,0,4.61,clear sky,0.0,0
378,Pulandian,CN,39.3953,121.9669,78.93,77,97,6.24,overcast clouds,0.0,0
379,Song Phi Nong,TH,14.2241,100.0209,75.11,92,100,4.25,overcast clouds,0.0,0
380,Burewala,PK,30.1667,72.65,86.07,51,49,6.69,scattered clouds,0.0,0
381,Hauterive,FR,46.0901,3.4459,68.76,78,0,3.67,clear sky,0.0,0
382,Edgewater,US,28.9889,-80.9023,82.0,83,75,8.61,broken clouds,0.0,0
383,Jasper,US,37.2001,-94.3502,84.52,54,20,1.99,few clouds,0.0,0
384,Deputatskiy,RU,69.3,139.9,44.71,69,100,4.74,overcast clouds,0.0,0
385,Ust-Kut,RU,56.7938,105.7672,56.8,97,100,3.27,moderate rain,1.8,0
386,Puerto Del Rosario,ES,28.5004,-13.8627,82.08,50,2,9.22,clear sky,0.0,0
387,Pyinmana,MM,19.7333,96.2167,74.25,97,100,6.35,heavy intensity rain,6.48,0
388,Crato,BR,-7.2342,-39.4094,80.31,47,75,2.3,broken clouds,0.0,0
389,Agnibilekrou,CI,7.1344,-3.2047,68.61,90,92,3.53,overcast clouds,0.0,0
390,Ocos,GT,14.5094,-92.1933,83.32,75,93,5.68,overcast clouds,0.0,0
391,Lerwick,GB,60.1545,-1.1494,48.2,77,93,16.73,overcast clouds,0.0,0
392,Waddan,LY,29.1614,16.139,78.75,53,0,11.54,clear sky,0.0,0
393,Ostrovnoy,RU,68.0531,39.5131,51.35,98,100,11.18,overcast clouds,0.0,0
394,Cerritos,US,33.8583,-118.0648,108.01,52,1,8.01,clear sky,0.0,0
395,Samarai,PG,-10.6167,150.6667,79.25,84,31,14.52,scattered clouds,0.0,0
396,Makakilo City,US,21.3469,-158.0858,89.92,44,1,6.91,clear sky,0.0,0
397,Igarka,RU,67.4667,86.5833,53.64,93,99,11.3,overcast clouds,0.0,0
398,Mega,ET,4.05,38.3,59.68,73,92,17.29,overcast clouds,0.0,0
399,Shache,CN,38.4167,77.2406,69.03,28,99,1.9,overcast clouds,0.0,0
400,Falmouth,GB,50.1544,-5.0711,59.9,97,75,4.0,broken clouds,0.0,0
401,Zhigansk,RU,66.7697,123.3711,54.46,53,100,6.58,overcast clouds,0.0,0
402,Davila,PH,18.4726,120.5763,83.21,75,42,10.04,scattered clouds,0.0,0
403,Hami,CN,42.8,93.45,76.15,41,100,5.97,overcast clouds,0.0,0
404,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,83,0,14.97,clear sky,0.0,0
405,Isangel,VU,-19.55,169.2667,78.91,50,75,9.22,broken clouds,0.0,0
406,Kaduna,NG,10.5222,7.4383,69.8,95,99,3.53,light rain,0.2,0
407,Port Lincoln,AU,-34.7333,135.8667,55.56,72,100,8.48,overcast clouds,0.0,0
408,Valdivia,CL,-39.8142,-73.2459,48.29,97,100,5.68,overcast clouds,0.0,0
409,Muros,ES,42.7762,-9.0603,66.24,83,1,10.49,clear sky,0.0,0
410,Jacareacanga,BR,-6.2222,-57.7528,77.99,72,73,1.5,broken clouds,0.0,0
411,Itacare,BR,-14.2775,-38.9967,69.69,80,7,6.55,clear sky,0.0,0
412,Barmer,IN,25.75,71.3833,79.03,72,52,12.95,broken clouds,0.0,0
413,Liverpool,GB,53.4106,-2.9779,59.29,78,75,8.01,broken clouds,0.0,0
414,Kochevo,RU,59.5994,54.3125,57.2,76,99,5.66,overcast clouds,0.0,0
415,Beringovskiy,RU,63.05,179.3167,46.56,89,100,5.88,light rain,0.26,0
416,Mitu,CO,1.1983,-70.1733,71.58,98,73,1.61,light rain,0.15,0
417,Boguchany,RU,58.3814,97.4531,59.05,72,100,2.91,overcast clouds,0.0,0
418,Pemangkat,ID,1.1667,108.9667,77.41,85,52,4.97,broken clouds,0.0,0
419,Xining,CN,36.6167,101.7667,59.04,70,12,1.03,few clouds,0.0,0
420,Havelock,US,34.8791,-76.9013,84.18,86,40,0.0,scattered clouds,0.0,0
421,Guerrero Negro,MX,27.9769,-114.0611,77.05,66,6,16.71,clear sky,0.0,0
422,Basar,IN,27.9833,94.6667,72.75,98,100,1.23,overcast clouds,0.0,0
423,Solnechnyy,RU,50.7214,136.6319,72.37,61,5,3.22,clear sky,0.0,0
424,Litovko,RU,49.2361,135.1742,70.65,70,4,2.98,clear sky,0.0,0
425,Clarence Town,AU,-32.5833,151.7833,65.86,41,0,12.57,clear sky,0.0,0
426,Putina,PE,-15.4667,-69.4333,47.26,63,53,10.09,broken clouds,0.0,0
427,Hillsborough,US,37.5741,-122.3794,97.84,72,20,4.0,few clouds,0.0,0
428,Jabbeke,BE,51.185,3.095,64.35,86,75,7.0,broken clouds,0.0,0
429,Ritchie,ZA,-29.038,24.6028,49.21,83,0,11.88,clear sky,0.0,0
430,Kantabanji,IN,20.4833,82.9167,77.47,89,100,1.01,overcast clouds,0.0,0
431,Iquique,CL,-20.2208,-70.1431,59.04,76,45,5.26,scattered clouds,0.0,0
432,Fort Wellington,GY,6.4,-57.6,78.06,80,70,9.6,broken clouds,0.0,0
433,Brindisi,IT,40.5833,17.6667,79.48,56,0,3.18,clear sky,0.0,0
434,Kuching,MY,1.55,110.3333,77.22,94,40,0.0,scattered clouds,0.0,0
435,Taksimo,RU,56.3444,114.8794,67.08,67,41,1.81,scattered clouds,0.0,0
436,Loikaw,MM,19.6742,97.2094,69.24,99,100,3.0,overcast clouds,0.0,0
437,Marzuq,YE,14.4,46.4667,80.55,49,82,3.83,broken clouds,0.0,0
438,Camopi,GF,3.1655,-52.3158,74.43,88,45,4.32,scattered clouds,0.0,0
439,Urumqi,CN,43.801,87.6005,63.55,82,75,2.24,light rain,0.33,0
440,Annau,TM,37.8876,58.516,67.5,26,0,4.61,clear sky,0.0,0
441,Kalmunai,LK,7.4167,81.8167,79.47,73,100,3.29,overcast clouds,0.0,0
442,Zhezkazgan,KZ,47.8043,67.7144,65.59,40,5,6.69,clear sky,0.0,0
443,Vrangel,RU,42.7297,133.0839,66.87,65,70,2.04,broken clouds,0.0,0
444,Praia,CV,14.9215,-23.5087,79.34,83,75,14.97,broken clouds,0.0,0
445,Cogua,CO,5.0605,-73.9792,54.95,87,82,3.89,broken clouds,0.0,0
446,Morondava,MG,-20.2833,44.2833,65.14,67,0,8.79,clear sky,0.0,0
447,Yetkul,RU,54.8221,61.588,58.98,79,41,6.15,scattered clouds,0.0,0
448,Gravelbourg,CA,49.8834,-106.5512,84.47,19,63,2.08,broken clouds,0.0,0
449,Arona,ES,28.0996,-16.681,84.11,83,0,3.44,clear sky,0.0,0
450,Masvingo,ZW,-20.0637,30.8277,50.99,78,0,5.12,clear sky,0.0,0
451,Ashland,US,40.8167,-82.2665,73.36,82,56,8.95,broken clouds,0.0,0
452,Tual,ID,-5.6667,132.75,79.92,84,47,18.23,scattered clouds,0.0,0
453,Erenhot,CN,43.6475,111.9767,71.53,52,0,13.96,clear sky,0.0,0
454,Orchard Homes,US,46.8633,-114.0484,95.14,20,1,1.01,haze,0.0,0
455,Zharkent,KZ,44.1628,80.0,56.14,76,44,3.91,scattered clouds,0.0,0
456,Kashary,RU,49.04,41.0056,70.32,78,100,3.78,overcast clouds,0.0,0
457,Tingo Maria,PE,-9.2895,-76.0088,73.58,76,44,1.95,scattered clouds,0.0,0
458,Waingapu,ID,-9.6567,120.2641,80.55,73,4,14.63,clear sky,0.0,0
459,Monino,RU,55.8381,38.1944,68.11,86,83,5.01,broken clouds,0.0,0
460,Porto-Vecchio,FR,41.591,9.2795,82.06,39,0,13.8,clear sky,0.0,0
461,Pelotas,BR,-31.7719,-52.3425,56.86,93,59,1.01,broken clouds,0.0,0
462,Salalah,OM,17.0151,54.0924,77.09,94,90,3.44,light intensity drizzle,0.0,0
463,Karratha,AU,-20.7377,116.8463,75.67,52,90,15.57,overcast clouds,0.0,0
464,High Rock,BS,26.6208,-78.2833,84.22,72,100,15.03,overcast clouds,0.0,0
465,Qandala,SO,11.472,49.8728,88.9,50,40,6.76,scattered clouds,0.0,0
466,Clearwater,US,27.9659,-82.8001,81.1,90,40,5.99,light intensity drizzle,1.0,0
467,Balkhash,KZ,46.844,74.9804,61.92,64,97,13.35,overcast clouds,0.0,0
468,Raigarh,IN,21.9,83.4,78.39,90,100,0.43,overcast clouds,0.0,0
469,Zabol,AF,32.25,67.25,67.84,17,2,8.37,clear sky,0.0,0
470,Fallon,US,39.4735,-118.7774,102.92,10,75,6.91,smoke,0.0,0
471,Youghal,IE,51.95,-7.8506,57.67,92,41,13.96,scattered clouds,0.0,0
472,Shimoda,JP,34.6667,138.95,70.16,94,100,13.49,overcast clouds,0.0,0
473,Surt,LY,31.2089,16.5887,80.55,68,0,6.64,clear sky,0.0,0
474,Jejuri,IN,18.2833,74.1667,69.33,90,65,6.11,light rain,0.63,0
475,Canto Do Buriti,BR,-8.11,-42.9444,75.06,40,47,4.85,scattered clouds,0.0,0
476,Amahai,ID,-3.3333,128.9167,79.95,77,40,0.63,scattered clouds,0.0,0
477,Ler,SS,8.3018,30.1418,70.66,92,82,1.5,broken clouds,0.0,0
478,Severo-Yeniseyskiy,RU,60.3725,93.0408,53.06,75,76,3.69,broken clouds,0.0,0
479,Savalou,BJ,7.9281,1.9756,72.93,80,82,6.04,broken clouds,0.0,0
480,Karaman,TR,37.0833,33.25,58.96,49,0,7.76,clear sky,0.0,0
481,Manacor,ES,39.5696,3.2096,82.83,65,49,3.89,scattered clouds,0.0,0
482,Korem,ET,12.5058,39.5228,58.62,73,94,5.86,light rain,0.19,0
483,Longyearbyen,SJ,78.2186,15.6401,37.24,87,75,6.91,broken clouds,0.0,0
484,Matagami,CA,49.7502,-77.6328,69.91,56,1,8.05,clear sky,0.0,0
485,Kinshasa,CD,-4.3246,15.3215,79.18,73,75,6.91,thunderstorm,0.0,0
486,Kamaishi,JP,39.2667,141.8833,68.95,77,95,3.89,overcast clouds,0.0,0
487,Phrae,TH,18.0833,100.0,74.98,100,90,0.0,light rain,0.63,0
488,Mamallapuram,IN,12.6264,80.1722,82.45,72,100,6.87,overcast clouds,0.0,0
489,Morozovsk,RU,48.3539,41.8261,72.39,90,99,3.33,overcast clouds,0.0,0
490,East Stroudsburg,US,40.9995,-75.1813,73.58,75,100,1.03,overcast clouds,0.0,0
491,Pachmarhi,IN,22.4667,78.4333,67.59,87,100,3.24,overcast clouds,0.0,0
492,Walvis Bay,NA,-22.9575,14.5053,53.1,100,20,2.3,few clouds,0.0,0
493,Tambacounda,SN,13.7539,-13.7586,80.65,89,0,4.61,clear sky,0.0,0
494,Busayra,JO,30.7376,35.6078,67.53,54,0,3.04,clear sky,0.0,0
495,Reserva,BR,-24.6503,-50.8506,58.8,82,13,3.11,few clouds,0.0,0
496,Sao Filipe,CV,14.8961,-24.4956,76.42,86,97,1.57,overcast clouds,0.0,0
497,Sao Sebastiao,BR,-23.76,-45.4097,66.97,90,53,8.79,broken clouds,0.0,0
498,Yibin,CN,28.7667,104.6238,75.67,95,100,0.69,overcast clouds,0.0,0
499,Jos,NG,9.9167,8.9,65.08,95,100,4.47,light rain,0.87,0
500,Pasighat,IN,28.0667,95.3333,78.1,93,100,0.87,overcast clouds,0.0,0
501,Lichuan,CN,30.3,108.85,64.99,94,95,3.58,overcast clouds,0.0,0
502,Swakopmund,NA,-22.6833,14.5333,52.99,94,30,3.0,scattered clouds,0.0,0
503,Barcelos,PT,41.5388,-8.6151,68.85,75,0,5.3,clear sky,0.0,0
504,Paamiut,GL,61.994,-49.6678,46.11,99,100,22.82,heavy intensity rain,4.28,0
505,Recreio,BR,-21.525,-42.4692,65.89,86,45,4.21,scattered clouds,0.0,0
506,Maple Creek,CA,49.9168,-109.4848,90.09,23,37,13.8,scattered clouds,0.0,0
507,Eirunepe,BR,-6.6603,-69.8736,83.46,45,64,2.46,broken clouds,0.0,0
508,Portland,US,45.5234,-122.6762,99.9,33,40,3.0,haze,0.0,0
509,Rantepao,ID,-2.9701,119.8978,72.01,75,13,1.1,few clouds,0.0,0
510,Mahebourg,MU,-20.4081,57.7,68.29,83,40,10.36,light rain,0.36,0
511,Rassvet,RU,46.8333,40.75,69.28,95,100,3.58,overcast clouds,0.0,0
512,Burnie,AU,-41.0667,145.9167,45.19,88,97,19.53,overcast clouds,0.0,0
513,Olga,RU,43.7444,135.2892,68.45,64,25,3.62,scattered clouds,0.0,0
514,Bullhead City,US,35.1478,-114.5683,111.11,22,20,4.61,few clouds,0.0,0
515,Manokwari,ID,-0.8667,134.0833,82.9,69,39,6.2,scattered clouds,0.0,0
516,Merauke,ID,-8.4667,140.3333,79.84,76,90,14.27,overcast clouds,0.0,0
517,Zatyshshya,UA,47.3335,29.8733,67.14,52,0,2.37,clear sky,0.0,0
518,Fukue,JP,32.6881,128.8419,75.56,100,75,4.61,light intensity shower rain,0.15,0
519,Llangefni,GB,53.2556,-4.3106,58.78,82,20,16.11,few clouds,0.0,0
520,Semporna,MY,4.4818,118.6112,77.2,85,97,3.31,overcast clouds,0.0,0
521,Hovd,MN,48.0056,91.6419,56.61,92,100,8.14,overcast clouds,0.0,0
522,Fengcheng,CN,40.4536,124.0717,72.16,86,100,2.1,overcast clouds,0.0,0
523,Namatanai,PG,-3.6667,152.4333,82.83,73,79,6.58,moderate rain,1.22,0
524,Berlevag,NO,70.8578,29.0864,45.57,81,98,13.49,overcast clouds,0.0,0
525,Pangoa,PE,-12.1167,-73.0,73.02,64,48,2.77,scattered clouds,0.0,0
526,Acari,PE,-15.4311,-74.6158,65.05,70,30,4.65,scattered clouds,0.0,0
527,Esperance,AU,-33.8667,121.9,49.84,85,0,8.97,clear sky,0.0,0
528,Coihaique,CL,-45.5752,-72.0662,41.34,98,100,4.88,light rain,0.95,0
529,Nalut,LY,30.3333,10.85,81.79,28,0,9.17,clear sky,0.0,0
530,Ravar,IR,31.2656,56.8055,79.74,12,45,1.07,scattered clouds,0.0,0
531,Petushki,RU,55.9264,39.461,60.75,79,50,5.21,scattered clouds,0.0,0
532,Grindavik,IS,63.8424,-22.4338,51.75,100,90,10.36,light intensity drizzle,0.0,0
533,Yamada,JP,39.4667,141.95,67.77,77,98,2.13,overcast clouds,0.0,0
534,Richards Bay,ZA,-28.783,32.0377,59.49,85,8,4.12,clear sky,0.0,0
535,Pisticci,IT,40.3906,16.5568,77.83,39,0,1.61,clear sky,0.0,0
536,Nagato,JP,34.3833,131.2,75.15,92,100,3.76,overcast clouds,0.0,0
537,Victor Harbor,AU,-35.5667,138.6167,55.99,84,99,12.08,overcast clouds,0.0,0
538,Dongsheng,CN,39.8161,109.9776,67.84,63,0,11.63,clear sky,0.0,0
539,Zelenoborskiy,RU,66.845,32.3622,49.01,92,97,12.03,overcast clouds,0.0,0
540,Biak,ID,-0.9131,122.8766,78.01,77,41,7.45,scattered clouds,0.0,0
541,The Valley,AI,18.217,-63.0578,83.1,80,100,12.82,overcast clouds,0.0,0
542,Maningrida,AU,-12.0667,134.2667,82.51,47,6,15.3,clear sky,0.0,0
543,Luganville,VU,-15.5333,167.1667,76.55,73,84,16.69,broken clouds,0.0,0
544,Broome,US,42.2506,-75.833,68.38,78,1,1.99,clear sky,0.0,0
545,Maues,BR,-3.3836,-57.7186,78.64,77,93,2.33,overcast clouds,0.0,0
546,Kloulklubed,PW,7.0419,134.2556,86.5,74,70,8.86,broken clouds,0.0,0
547,Gandajika,CD,-6.75,23.95,74.48,33,1,2.64,clear sky,0.0,0
548,Sakaiminato,JP,35.55,133.2333,73.38,94,75,3.44,broken clouds,0.0,0
549,Sumter,US,28.7086,-82.0831,81.1,81,100,7.54,overcast clouds,0.0,0
550,General Roca,AR,-39.0333,-67.5833,50.4,19,99,3.02,light rain,0.18,0
551,Kupang,ID,-10.1667,123.5833,82.98,69,20,17.27,few clouds,0.0,0
552,Healdsburg,US,38.6105,-122.8692,116.1,15,0,6.29,clear sky,0.0,0
553,Red Bluff,US,40.1785,-122.2358,113.68,15,1,9.22,haze,0.0,0
554,Cayenne,GF,4.9333,-52.3333,78.1,87,0,1.01,clear sky,0.0,0
555,Letka,RU,59.6011,49.4232,56.8,72,73,7.29,broken clouds,0.0,0
556,Hambantota,LK,6.1241,81.1185,78.67,80,100,18.03,overcast clouds,0.0,0
557,Itoman,JP,26.1247,127.6694,86.02,84,40,10.36,scattered clouds,0.0,0
558,Umm Lajj,SA,25.0213,37.2685,86.83,56,34,6.02,scattered clouds,0.0,0
559,Alfenas,BR,-21.4292,-45.9472,65.98,42,49,2.84,scattered clouds,0.0,0
560,Jiangkou,CN,25.4872,119.1986,85.89,85,14,6.33,few clouds,0.0,0
561,Aden,YE,12.7794,45.0367,84.6,75,67,6.55,broken clouds,0.0,0
562,Colesberg,ZA,-30.72,25.0972,46.08,77,0,5.23,clear sky,0.0,0
563,Morehead,US,37.2711,-87.1764,77.11,86,90,4.61,overcast clouds,0.0,0
564,Viransehir,TR,37.2353,39.7631,83.48,26,0,5.37,clear sky,0.0,0
565,Khandyga,RU,62.6667,135.6,69.89,69,90,4.43,overcast clouds,0.0,0
566,Funadhoo,MV,6.15,73.2667,81.7,76,100,15.39,overcast clouds,0.0,0
567,Gryazovets,RU,58.88,40.2525,57.07,97,83,7.05,light rain,0.42,0
568,Askino,RU,56.0901,56.5783,58.77,83,60,5.7,broken clouds,0.0,0
569,Port Augusta,AU,-32.5,137.7667,57.34,73,15,5.55,few clouds,0.0,0
570,Baruun-Urt,MN,46.6806,113.2792,63.75,72,7,9.08,clear sky,0.0,0
571,Solwezi,ZM,-12.1688,26.3894,59.11,56,0,7.83,clear sky,0.0,0
572,Careiro Da Varzea,BR,-3.2003,-59.8119,81.21,76,66,3.4,light rain,0.18,0
573,Tiznit,MA,29.5833,-9.5,90.54,15,44,2.3,scattered clouds,0.0,0
574,Neiafu,TO,-18.65,-173.9833,75.88,57,20,9.22,few clouds,0.0,0
575,Nioro,GM,13.35,-15.75,76.55,87,100,4.5,overcast clouds,0.0,0
576,Sijunjung,ID,-0.6876,100.9537,71.65,98,99,0.47,overcast clouds,0.0,0
577,Mende,FR,44.6667,3.5,52.79,99,9,3.58,clear sky,0.0,0
578,Ures,MX,29.4333,-110.4,95.27,41,48,6.4,scattered clouds,0.0,0
579,Bentiu,SS,9.2333,29.8333,71.06,92,93,0.74,overcast clouds,0.0,0
580,Bibiani,GH,6.4635,-2.3194,68.74,88,100,1.9,overcast clouds,0.0,0
581,Nabire,ID,-3.3667,135.4833,81.05,77,53,1.21,broken clouds,0.0,0
582,Tatarsk,RU,55.219,75.9828,59.2,78,59,3.4,broken clouds,0.0,0
583,Gigmoto,PH,13.7796,124.39,83.95,72,98,2.19,overcast clouds,0.0,0
584,Suhbaatar,MN,50.2314,106.2078,69.03,71,88,3.8,overcast clouds,0.0,0
585,Jalalabad,AF,34.4265,70.4515,80.42,58,2,1.54,clear sky,0.0,0
586,Mayo,US,38.8876,-76.5119,80.55,76,1,0.0,clear sky,0.0,0
587,Vanimo,PG,-2.6741,141.3028,83.52,69,77,6.04,broken clouds,0.0,0
588,Hamilton,US,39.1834,-84.5333,74.73,73,20,1.01,few clouds,0.0,0
589,Laguna De Duero,ES,41.5815,-4.7233,63.95,71,0,1.01,clear sky,0.0,0
590,Verkhnevilyuysk,RU,63.4453,120.3167,55.24,80,99,5.26,overcast clouds,0.0,0
591,Kamen-Na-Obi,RU,53.7884,81.3423,56.59,76,59,1.72,broken clouds,0.0,0
592,Touros,BR,-5.1989,-35.4608,76.1,77,37,17.6,scattered clouds,0.0,0
593,Magrath,CA,49.4167,-112.8686,94.68,13,67,19.57,broken clouds,0.0,0
594,Anadyr,RU,64.75,177.4833,54.1,62,0,17.9,clear sky,0.0,0
595,Tilichiki,RU,60.4667,166.1,58.75,70,96,6.13,overcast clouds,0.0,0
596,Trofors,NO,65.5333,13.4063,52.95,92,67,2.44,broken clouds,0.0,0
597,Sindou,BF,10.6667,-5.1667,71.2,95,100,4.09,overcast clouds,0.0,0
598,Leirvik,NO,59.7798,5.5005,55.63,78,100,2.82,overcast clouds,0.0,0
599,Moose Factory,CA,51.2585,-80.6094,77.0,53,90,12.66,overcast clouds,0.0,0
600,Ola,RU,59.5833,151.2833,57.61,90,100,5.12,overcast clouds,0.0,0
601,Bosaso,SO,11.2842,49.1816,91.36,39,50,16.62,scattered clouds,0.0,0
602,Greenville,US,35.6127,-77.3663,78.89,94,1,3.44,clear sky,0.0,0
603,Verkhoyansk,RU,67.5447,133.385,50.07,78,100,1.83,overcast clouds,0.0,0
604,Churapcha,RU,62.0025,132.4325,71.51,68,71,2.59,broken clouds,0.0,0
